A,B,C,Livre,edge_AB,edge_AC,edge_BC,check,Clé_trio,Uniques?,Family_A,Color_A,Family_B,Color_B,Family_C,Color_C
Raisin,Coconut,Plum,II,Coconut|Raisin,Plum|Raisin,Coconut|Plum,TRUE,Coconut|Plum|Raisin,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Poppy Seed,Coconut,Plum,II,Coconut|Poppy Seed,Plum|Poppy Seed,Coconut|Plum,TRUE,Coconut|Plum|Poppy Seed,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Vanilla,Coconut,Plum,mixed,Coconut|Vanilla,Plum|Vanilla,Coconut|Plum,TRUE,Coconut|Plum|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
Seaweed,Coconut,Plum,II,Coconut|Seaweed,Plum|Seaweed,Coconut|Plum,TRUE,Coconut|Plum|Seaweed,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Prunus,#b8382f
White Fish,Coconut,Mango,I,Coconut|White Fish,Mango|White Fish,Coconut|Mango,TRUE,Coconut|Mango|White Fish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Creamy Fruity,#f1bac7
Shellfish,Coconut,Mango,I,Coconut|Shellfish,Mango|Shellfish,Coconut|Mango,TRUE,Coconut|Mango|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Creamy Fruity,#f1bac7
Pineapple,Coconut,Mango,I,Coconut|Pineapple,Mango|Pineapple,Coconut|Mango,TRUE,Coconut|Mango|Pineapple,3,Fresh Fruity,#f2748b,Green & Grassy ; Light green,#a8b172,Creamy Fruity,#f1bac7
Vanilla,Coconut,Peppercorn,mixed,Coconut|Vanilla,Peppercorn|Vanilla,Coconut|Peppercorn,TRUE,Coconut|Peppercorn|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy woody,#745156
Turmeric,Coconut,Peppercorn,II,Coconut|Turmeric,Peppercorn|Turmeric,Coconut|Peppercorn,TRUE,Coconut|Peppercorn|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy woody,#745156
Vanilla,Coconut,Passionfruit,mixed,Coconut|Vanilla,Passionfruit|Vanilla,Coconut|Passionfruit,TRUE,Coconut|Passionfruit|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sour fruity,#f7cf4c
Vanilla,Coconut,Strawberry,I,Coconut|Vanilla,Strawberry|Vanilla,Coconut|Strawberry,TRUE,Coconut|Strawberry|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
White Chocolate,Coconut,Strawberry,I,Coconut|White Chocolate,Strawberry|White Chocolate,Coconut|Strawberry,TRUE,Coconut|Strawberry|White Chocolate,3,Floral Fruity,#c64561,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Vanilla,Coconut,Egg,I,Coconut|Vanilla,Egg|Vanilla,Coconut|Egg,TRUE,Coconut|Egg|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Green Tea,Coconut,Egg,mixed,Coconut|Green Tea,Egg|Green Tea,Coconut|Egg,TRUE,Coconut|Egg|Green Tea,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Tamarind,Coconut,Egg,mixed,Coconut|Tamarind,Egg|Tamarind,Coconut|Egg,TRUE,Coconut|Egg|Tamarind,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Peppercorn,Coconut,Egg,mixed,Coconut|Peppercorn,Egg|Peppercorn,Coconut|Egg,TRUE,Coconut|Egg|Peppercorn,3,Spicy woody,#745156,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Passionfruit,Coconut,Egg,mixed,Coconut|Passionfruit,Egg|Passionfruit,Coconut|Egg,TRUE,Coconut|Egg|Passionfruit,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Pork,Coconut,Egg,I,Coconut|Pork,Egg|Pork,Coconut|Egg,TRUE,Coconut|Egg|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Shellfish,Coconut,Egg,I,Coconut|Shellfish,Egg|Shellfish,Coconut|Egg,TRUE,Coconut|Egg|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Smoked Fish,Coconut,Egg,I,Coconut|Smoked Fish,Egg|Smoked Fish,Coconut|Egg,TRUE,Coconut|Egg|Smoked Fish,3,Brine & Salt,#c3d7d2,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Wholegrain Rice,Coconut,Egg,mixed,Coconut|Wholegrain Rice,Egg|Wholegrain Rice,Coconut|Egg,TRUE,Coconut|Egg|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Lemon,Coconut,Egg,I,Coconut|Lemon,Egg|Lemon,Coconut|Egg,TRUE,Coconut|Egg|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Mustard,Coconut,Egg,mixed,Coconut|Mustard,Egg|Mustard,Coconut|Egg,TRUE,Coconut|Egg|Mustard,3,Cruciferous,#ea815b,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Seaweed,Coconut,Egg,mixed,Coconut|Seaweed,Egg|Seaweed,Coconut|Egg,TRUE,Coconut|Egg|Seaweed,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Vanilla,Coconut,Prune,mixed,Coconut|Vanilla,Prune|Vanilla,Coconut|Prune,TRUE,Coconut|Prune|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Shellfish,Coconut,Pork,I,Coconut|Shellfish,Pork|Shellfish,Coconut|Pork,TRUE,Coconut|Pork|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Sulphurous ; Cruciferous,#f8dc6a
Sweet Potato,Coconut,Pecan,II,Coconut|Sweet Potato,Pecan|Sweet Potato,Coconut|Pecan,TRUE,Coconut|Pecan|Sweet Potato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Prune,Coconut,Pecan,II,Coconut|Prune,Pecan|Prune,Coconut|Pecan,TRUE,Coconut|Pecan|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Raisin,Coconut,Pecan,II,Coconut|Raisin,Pecan|Raisin,Coconut|Pecan,TRUE,Coconut|Pecan|Raisin,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Vanilla,Coconut,Pecan,mixed,Coconut|Vanilla,Pecan|Vanilla,Coconut|Pecan,TRUE,Coconut|Pecan|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sweet woody,#cf6a2d
Vanilla,Coconut,Shellfish,I,Coconut|Vanilla,Shellfish|Vanilla,Coconut|Shellfish,TRUE,Coconut|Shellfish|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Marine,#35a8ad
White Fish,Coconut,Shellfish,I,Coconut|White Fish,Shellfish|White Fish,Coconut|Shellfish,TRUE,Coconut|Shellfish|White Fish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Marine,#35a8ad
Smoked Fish,Coconut,Shellfish,I,Coconut|Smoked Fish,Shellfish|Smoked Fish,Coconut|Shellfish,TRUE,Coconut|Shellfish|Smoked Fish,3,Brine & Salt,#c3d7d2,Green & Grassy ; Light green,#a8b172,Marine,#35a8ad
Wholegrain Rice,Coconut,Turmeric,II,Coconut|Wholegrain Rice,Turmeric|Wholegrain Rice,Coconut|Turmeric,TRUE,Coconut|Turmeric|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Vanilla,Coconut,Turmeric,mixed,Coconut|Vanilla,Turmeric|Vanilla,Coconut|Turmeric,TRUE,Coconut|Turmeric|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Wholegrain Rice,Coconut,Lentil,II,Coconut|Wholegrain Rice,Lentil|Wholegrain Rice,Coconut|Lentil,TRUE,Coconut|Lentil|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Leguminous,#43221c
Mustard,Coconut,Lentil,II,Coconut|Mustard,Lentil|Mustard,Coconut|Lentil,TRUE,Coconut|Lentil|Mustard,3,Cruciferous,#ea815b,Green & Grassy ; Light green,#a8b172,Leguminous,#43221c
Lime,Coconut,Lentil,mixed,Coconut|Lime,Lentil|Lime,Coconut|Lentil,TRUE,Coconut|Lentil|Lime,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Leguminous,#43221c
Plum,Coconut,Lentil,II,Coconut|Plum,Lentil|Plum,Coconut|Lentil,TRUE,Coconut|Lentil|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Leguminous,#43221c
Turmeric,Coconut,Lentil,II,Coconut|Turmeric,Lentil|Turmeric,Coconut|Lentil,TRUE,Coconut|Lentil|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Leguminous,#43221c
Strawberry,Coconut,Raspberry,I,Coconut|Strawberry,Raspberry|Strawberry,Coconut|Raspberry,TRUE,Coconut|Raspberry|Strawberry,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64555
Vanilla,Coconut,Raspberry,I,Coconut|Vanilla,Raspberry|Vanilla,Coconut|Raspberry,TRUE,Coconut|Raspberry|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64555
White Chocolate,Coconut,Raspberry,I,Coconut|White Chocolate,Raspberry|White Chocolate,Coconut|Raspberry,TRUE,Coconut|Raspberry|White Chocolate,3,Floral Fruity,#c64561,Green & Grassy ; Light green,#a8b172,Floral Fruity,#c64555
Sweet Potato,Coconut,Date,II,Coconut|Sweet Potato,Date|Sweet Potato,Coconut|Date,TRUE,Coconut|Date|Sweet Potato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Egg,Coconut,Date,mixed,Coconut|Egg,Date|Egg,Coconut|Date,TRUE,Coconut|Date|Egg,3,Spicy ; Spicy woody,#dd5a53,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Prune,Coconut,Date,II,Coconut|Prune,Date|Prune,Coconut|Date,TRUE,Coconut|Date|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Vanilla,Coconut,Date,mixed,Coconut|Vanilla,Date|Vanilla,Coconut|Date,TRUE,Coconut|Date|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Pecan,Coconut,Date,II,Coconut|Pecan,Date|Pecan,Coconut|Date,TRUE,Coconut|Date|Pecan,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Tamarind,Coconut,Date,II,Coconut|Tamarind,Date|Tamarind,Coconut|Date,TRUE,Coconut|Date|Tamarind,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Nigella Seed,Coconut,Date,II,Coconut|Nigella Seed,Date|Nigella Seed,Coconut|Date,TRUE,Coconut|Date|Nigella Seed,3,Herbal,#2c2924,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Lime,Coconut,Date,mixed,Coconut|Lime,Date|Lime,Coconut|Date,TRUE,Coconut|Date|Lime,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Plum,Coconut,Date,II,Coconut|Plum,Date|Plum,Coconut|Date,TRUE,Coconut|Date|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Oat,Coconut,Date,II,Coconut|Oat,Date|Oat,Coconut|Date,TRUE,Coconut|Date|Oat,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Green & Grassy,#a8b165
Wholegrain Rice,Coconut,Raisin,II,Coconut|Wholegrain Rice,Raisin|Wholegrain Rice,Coconut|Raisin,TRUE,Coconut|Raisin|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Vanilla,Coconut,Raisin,mixed,Coconut|Vanilla,Raisin|Vanilla,Coconut|Raisin,TRUE,Coconut|Raisin|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Dried fruit,#b3514b
Kidney Bean,Coconut,Corn,II,Coconut|Kidney Bean,Corn|Kidney Bean,Coconut|Corn,TRUE,Coconut|Corn|Kidney Bean,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Lemon,Coconut,Corn,mixed,Coconut|Lemon,Corn|Lemon,Coconut|Corn,TRUE,Coconut|Corn|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Lime,Coconut,Corn,mixed,Coconut|Lime,Corn|Lime,Coconut|Corn,TRUE,Coconut|Corn|Lime,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Plum,Coconut,Corn,II,Coconut|Plum,Corn|Plum,Coconut|Corn,TRUE,Coconut|Corn|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Flower & meadow,#e78538
Turmeric,Coconut,Dried Pea,II,Coconut|Turmeric,Dried Pea|Turmeric,Coconut|Dried Pea,TRUE,Coconut|Dried Pea|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Lemon,Coconut,Dried Pea,mixed,Coconut|Lemon,Dried Pea|Lemon,Coconut|Dried Pea,TRUE,Coconut|Dried Pea|Lemon,3,Roasted ; Caramel roasted,#f2748b,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Peppercorn,Coconut,Dried Pea,II,Coconut|Peppercorn,Dried Pea|Peppercorn,Coconut|Dried Pea,TRUE,Coconut|Dried Pea|Peppercorn,3,Spicy woody,#745156,Green & Grassy ; Light green,#a8b172,Spicy ; Spicy woody,#dd5a53
Tamarind,Coconut,Lime,mixed,Coconut|Tamarind,Lime|Tamarind,Coconut|Lime,TRUE,Coconut|Lime|Tamarind,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Mango,Coconut,Lime,I,Coconut|Mango,Lime|Mango,Coconut|Lime,TRUE,Coconut|Lime|Mango,3,Creamy Fruity,#f1bac7,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Peppercorn,Coconut,Lime,mixed,Coconut|Peppercorn,Lime|Peppercorn,Coconut|Lime,TRUE,Coconut|Lime|Peppercorn,3,Spicy woody,#745156,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Passionfruit,Coconut,Lime,mixed,Coconut|Passionfruit,Lime|Passionfruit,Coconut|Lime,TRUE,Coconut|Lime|Passionfruit,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Shellfish,Coconut,Lime,I,Coconut|Shellfish,Lime|Shellfish,Coconut|Lime,TRUE,Coconut|Lime|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Peanut,Coconut,Lime,I,Coconut|Peanut,Lime|Peanut,Coconut|Lime,TRUE,Coconut|Lime|Peanut,3,Roasted,#42211a,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Sweet Potato,Coconut,Lime,mixed,Coconut|Sweet Potato,Lime|Sweet Potato,Coconut|Lime,TRUE,Coconut|Lime|Sweet Potato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
White Fish,Coconut,Lime,I,Coconut|White Fish,Lime|White Fish,Coconut|Lime,TRUE,Coconut|Lime|White Fish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Papaya,Coconut,Lime,mixed,Coconut|Papaya,Lime|Papaya,Coconut|Lime,TRUE,Coconut|Lime|Papaya,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Nutty milky,#bdcab1
Vanilla,Coconut,Peanut,I,Coconut|Vanilla,Peanut|Vanilla,Coconut|Peanut,TRUE,Coconut|Peanut|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Roasted,#42211a
Pork,Coconut,Peanut,I,Coconut|Pork,Peanut|Pork,Coconut|Peanut,TRUE,Coconut|Peanut|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy ; Light green,#a8b172,Roasted,#42211a
Shellfish,Coconut,Peanut,I,Coconut|Shellfish,Peanut|Shellfish,Coconut|Peanut,TRUE,Coconut|Peanut|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Roasted,#42211a
Prune,Coconut,Oat,II,Coconut|Prune,Oat|Prune,Coconut|Oat,TRUE,Coconut|Oat|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Vanilla,Coconut,Oat,mixed,Coconut|Vanilla,Oat|Vanilla,Coconut|Oat,TRUE,Coconut|Oat|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Pecan,Coconut,Oat,II,Coconut|Pecan,Oat|Pecan,Coconut|Oat,TRUE,Coconut|Oat|Pecan,3,Sweet woody,#cf6a2d,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Plum,Coconut,Oat,II,Coconut|Plum,Oat|Plum,Coconut|Oat,TRUE,Coconut|Oat|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Seaweed,Coconut,Oat,II,Coconut|Seaweed,Oat|Seaweed,Coconut|Oat,TRUE,Coconut|Oat|Seaweed,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
Strawberry,Coconut,Pineapple,I,Coconut|Strawberry,Pineapple|Strawberry,Coconut|Pineapple,TRUE,Coconut|Pineapple|Strawberry,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Raspberry,Coconut,Pineapple,I,Coconut|Raspberry,Pineapple|Raspberry,Coconut|Pineapple,TRUE,Coconut|Pineapple|Raspberry,3,Floral Fruity,#c64555,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Vanilla,Coconut,Pineapple,I,Coconut|Vanilla,Pineapple|Vanilla,Coconut|Pineapple,TRUE,Coconut|Pineapple|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Pork,Coconut,Pineapple,I,Coconut|Pork,Pineapple|Pork,Coconut|Pineapple,TRUE,Coconut|Pineapple|Pork,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Shellfish,Coconut,Pineapple,I,Coconut|Shellfish,Pineapple|Shellfish,Coconut|Pineapple,TRUE,Coconut|Pineapple|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
White Chocolate,Coconut,Pineapple,I,Coconut|White Chocolate,Pineapple|White Chocolate,Coconut|Pineapple,TRUE,Coconut|Pineapple|White Chocolate,3,Floral Fruity,#c64561,Green & Grassy ; Light green,#a8b172,Fresh Fruity,#f2748b
Vanilla,Coconut,Sweet Potato,mixed,Coconut|Vanilla,Sweet Potato|Vanilla,Coconut|Sweet Potato,TRUE,Coconut|Sweet Potato|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Tamarind,Coconut,Sweet Potato,II,Coconut|Tamarind,Sweet Potato|Tamarind,Coconut|Sweet Potato,TRUE,Coconut|Sweet Potato|Tamarind,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Sulphurous ; Allium,#f8dc6a
Sweet Potato,Coconut,Kidney Bean,II,Coconut|Sweet Potato,Kidney Bean|Sweet Potato,Coconut|Kidney Bean,TRUE,Coconut|Kidney Bean|Sweet Potato,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Wholegrain Rice,Coconut,Kidney Bean,II,Coconut|Wholegrain Rice,Kidney Bean|Wholegrain Rice,Coconut|Kidney Bean,TRUE,Coconut|Kidney Bean|Wholegrain Rice,3,Caramel roasted,#e0d78f,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Plum,Coconut,Kidney Bean,II,Coconut|Plum,Kidney Bean|Plum,Coconut|Kidney Bean,TRUE,Coconut|Kidney Bean|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Lentil,Coconut,Kidney Bean,II,Coconut|Lentil,Kidney Bean|Lentil,Coconut|Kidney Bean,TRUE,Coconut|Kidney Bean|Lentil,3,Leguminous,#43221c,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Poppy Seed,Coconut,Lemon,mixed,Coconut|Poppy Seed,Lemon|Poppy Seed,Coconut|Lemon,TRUE,Coconut|Lemon|Poppy Seed,3,Sulphurous ; Cruciferous,#f8dc6a,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Plum,Coconut,Lemon,mixed,Coconut|Plum,Lemon|Plum,Coconut|Lemon,TRUE,Coconut|Lemon|Plum,3,Prunus,#b8382f,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Peppercorn,Coconut,Lemon,mixed,Coconut|Peppercorn,Lemon|Peppercorn,Coconut|Lemon,TRUE,Coconut|Lemon|Peppercorn,3,Spicy woody,#745156,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Passionfruit,Coconut,Lemon,mixed,Coconut|Passionfruit,Lemon|Passionfruit,Coconut|Lemon,TRUE,Coconut|Lemon|Passionfruit,3,Sour fruity,#f7cf4c,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Prune,Coconut,Lemon,mixed,Coconut|Prune,Lemon|Prune,Coconut|Lemon,TRUE,Coconut|Lemon|Prune,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Shellfish,Coconut,Lemon,I,Coconut|Shellfish,Lemon|Shellfish,Coconut|Lemon,TRUE,Coconut|Lemon|Shellfish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Smoked Fish,Coconut,Lemon,I,Coconut|Smoked Fish,Lemon|Smoked Fish,Coconut|Lemon,TRUE,Coconut|Lemon|Smoked Fish,3,Brine & Salt,#c3d7d2,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Turmeric,Coconut,Lemon,mixed,Coconut|Turmeric,Lemon|Turmeric,Coconut|Lemon,TRUE,Coconut|Lemon|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Raisin,Coconut,Lemon,mixed,Coconut|Raisin,Lemon|Raisin,Coconut|Lemon,TRUE,Coconut|Lemon|Raisin,3,Dried fruit,#b3514b,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Lime,Coconut,Lemon,I,Coconut|Lime,Lemon|Lime,Coconut|Lemon,TRUE,Coconut|Lemon|Lime,3,Nutty milky,#bdcab1,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
White Chocolate,Coconut,Lemon,I,Coconut|White Chocolate,Lemon|White Chocolate,Coconut|Lemon,TRUE,Coconut|Lemon|White Chocolate,3,Floral Fruity,#c64561,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
White Fish,Coconut,Lemon,I,Coconut|White Fish,Lemon|White Fish,Coconut|Lemon,TRUE,Coconut|Lemon|White Fish,3,Marine,#35a8ad,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Nigella Seed,Coconut,Lemon,mixed,Coconut|Nigella Seed,Lemon|Nigella Seed,Coconut|Lemon,TRUE,Coconut|Lemon|Nigella Seed,3,Herbal,#2c2924,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Papaya,Coconut,Lemon,mixed,Coconut|Papaya,Lemon|Papaya,Coconut|Lemon,TRUE,Coconut|Lemon|Papaya,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Lychee,Coconut,Lemon,mixed,Coconut|Lychee,Lemon|Lychee,Coconut|Lemon,TRUE,Coconut|Lemon|Lychee,3,Floral fruity,#902530,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Seaweed,Coconut,Lemon,mixed,Coconut|Seaweed,Lemon|Seaweed,Coconut|Lemon,TRUE,Coconut|Lemon|Seaweed,3,Dark green,#2f3f33,Green & Grassy ; Light green,#a8b172,Roasted ; Caramel roasted,#f2748b
Papaya,Coconut,Mustard,II,Coconut|Papaya,Mustard|Papaya,Coconut|Mustard,TRUE,Coconut|Mustard|Papaya,3,Citrussy ; Sour fruity,#f3d45b,Green & Grassy ; Light green,#a8b172,Cruciferous,#ea815b
Turmeric,Coconut,Mustard,II,Coconut|Turmeric,Mustard|Turmeric,Coconut|Mustard,TRUE,Coconut|Mustard|Turmeric,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Cruciferous,#ea815b
Peppercorn,Coconut,Nigella Seed,II,Coconut|Peppercorn,Nigella Seed|Peppercorn,Coconut|Nigella Seed,TRUE,Coconut|Nigella Seed|Peppercorn,3,Spicy woody,#745156,Green & Grassy ; Light green,#a8b172,Herbal,#2c2924
Vanilla,Coconut,Papaya,mixed,Coconut|Vanilla,Papaya|Vanilla,Coconut|Papaya,TRUE,Coconut|Papaya|Vanilla,3,Sulphurous ; Allium,#f8dc6a,Green & Grassy ; Light green,#a8b172,Citrussy ; Sour fruity,#f3d45b
